benchmark_id,canonical_id,point_label,consensus_record_count,x_mad_px,y_mad_px,radial_mad_px
flm_4b6f7fd6f28fc60f,7,lower caudal fin insertion,2,2.0,2.0,2.8284271247461903
flm_4b6f7fd6f28fc60f,8,anal fin origin,2,0.0,3.5,3.5
flm_4b6f7fd6f28fc60f,9,pelvic fin origin,2,2.0,2.0,2.8284271247461903
flm_4b6f7fd6f28fc60f,10,pectoral fin base,2,1.0,1.5,1.8027756377319946
flm_4b6f7fd6f28fc60f,11,posterior opercular margin,2,5.0,2.0,5.385164807134504
flm_5134e7ff50b48b32,1,snout tip,2,2.5,0.0,2.5
flm_5134e7ff50b48b32,2,nape dorsal outline,2,1.5,0.5,1.5811388300841898
flm_5134e7ff50b48b32,3,dorsal fin origin,2,0.5,4.5,4.527692569068709
flm_5134e7ff50b48b32,4,dorsal fin insertion,2,2.0,8.5,8.73212459828649
flm_5134e7ff50b48b32,5,upper caudal fin insertion,2,1.0,2.5,2.692582403567252
flm_5134e7ff50b48b32,6,caudal peduncle midpoint,2,0.5,1.0,1.118033988749895
flm_5134e7ff50b48b32,7,lower caudal fin insertion,2,0.0,2.0,2.0
flm_5134e7ff50b48b32,8,anal fin origin,2,2.0,1.5,2.5
flm_5134e7ff50b48b32,9,pelvic fin origin,2,0.5,1.5,1.5811388300841898
flm_5134e7ff50b48b32,10,pectoral fin base,2,0.0,3.0,3.0
flm_5134e7ff50b48b32,11,posterior opercular margin,2,6.0,0.0,6.0
flm_5278744c61a991d4,1,snout tip,2,0.0,1.0,1.0
flm_5278744c61a991d4,2,nape dorsal outline,2,2.5,0.5,2.5495097567963922
flm_5278744c61a991d4,3,dorsal fin origin,2,0.0,1.0,1.0
flm_5278744c61a991d4,4,dorsal fin insertion,2,5.5,0.5,5.522680508593631
flm_5278744c61a991d4,5,upper caudal fin insertion,2,8.5,0.5,8.514693182963201
flm_5278744c61a991d4,6,caudal peduncle midpoint,2,2.0,0.0,2.0
flm_5278744c61a991d4,7,lower caudal fin insertion,2,3.0,1.0,3.1622776601683795
flm_5278744c61a991d4,8,anal fin origin,2,82.5,14.5,83.7645509747411
flm_5278744c61a991d4,9,pelvic fin origin,2,63.0,3.5,63.09714732061981
flm_5278744c61a991d4,10,pectoral fin base,2,2.0,0.5,2.0615528128088303
flm_5278744c61a991d4,11,posterior opercular margin,2,0.5,1.5,1.5811388300841898
flm_541ddb15ae9522d0,1,snout tip,2,0.0,1.0,1.0
flm_541ddb15ae9522d0,2,nape dorsal outline,2,0.5,0.0,0.5
flm_541ddb15ae9522d0,3,dorsal fin origin,2,2.5,1.5,2.9154759474226504
flm_541ddb15ae9522d0,4,dorsal fin insertion,2,2.5,0.0,2.5
flm_541ddb15ae9522d0,5,upper caudal fin insertion,2,2.5,1.5,2.9154759474226504
flm_541ddb15ae9522d0,6,caudal peduncle midpoint,2,1.5,0.5,1.5811388300841898
flm_541ddb15ae9522d0,7,lower caudal fin insertion,2,0.5,0.0,0.5
flm_541ddb15ae9522d0,8,anal fin origin,2,1.5,0.0,1.5
flm_541ddb15ae9522d0,9,pelvic fin origin,2,0.0,0.5,0.5
flm_541ddb15ae9522d0,10,pectoral fin base,2,0.5,1.0,1.118033988749895
flm_541ddb15ae9522d0,11,posterior opercular margin,2,0.5,0.5,0.7071067811865476
flm_559d0d4f374f2c8f,1,snout tip,2,1.5,1.0,1.8027756377319946
flm_559d0d4f374f2c8f,2,nape dorsal outline,2,2.0,0.5,2.0615528128088303
flm_559d0d4f374f2c8f,3,dorsal fin origin,2,0.5,0.5,0.7071067811865476
flm_559d0d4f374f2c8f,4,dorsal fin insertion,2,2.0,0.5,2.0615528128088303
flm_559d0d4f374f2c8f,5,upper caudal fin insertion,2,5.0,0.5,5.024937810560445
flm_559d0d4f374f2c8f,6,caudal peduncle midpoint,2,2.5,1.0,2.692582403567252
flm_559d0d4f374f2c8f,7,lower caudal fin insertion,2,3.5,1.5,3.8078865529319543
flm_559d0d4f374f2c8f,8,anal fin origin,2,1.0,1.5,1.8027756377319946
flm_559d0d4f374f2c8f,9,pelvic fin origin,2,1.0,0.0,1.0
flm_559d0d4f374f2c8f,10,pectoral fin base,2,0.0,1.5,1.5
flm_559d0d4f374f2c8f,11,posterior opercular margin,2,0.5,2.5,2.5495097567963922
flm_593d16e04c8c9879,1,snout tip,2,0.0,0.0,0.0
flm_593d16e04c8c9879,2,nape dorsal outline,2,2.5,6.5,6.96419413859206
flm_593d16e04c8c9879,3,dorsal fin origin,2,5.5,3.5,6.519202405202649
flm_593d16e04c8c9879,4,dorsal fin insertion,2,0.5,1.0,1.118033988749895
flm_593d16e04c8c9879,5,upper caudal fin insertion,2,0.0,1.0,1.0
flm_593d16e04c8c9879,6,caudal peduncle midpoint,2,1.0,0.5,1.118033988749895
flm_593d16e04c8c9879,7,lower caudal fin insertion,2,0.5,1.0,1.118033988749895
flm_593d16e04c8c9879,8,anal fin origin,2,0.5,1.5,1.5811388300841898
flm_593d16e04c8c9879,9,pelvic fin origin,2,1.0,1.0,1.4142135623730951
flm_593d16e04c8c9879,10,pectoral fin base,2,0.0,0.5,0.5
flm_593d16e04c8c9879,11,posterior opercular margin,2,2.5,0.5,2.5495097567963922
flm_5a529d2a972add58,1,snout tip,2,0.5,0.0,0.5
flm_5a529d2a972add58,2,nape dorsal outline,2,0.5,1.0,1.118033988749895
flm_5a529d2a972add58,3,dorsal fin origin,2,1.0,0.5,1.118033988749895
flm_5a529d2a972add58,4,dorsal fin insertion,2,3.5,0.5,3.5355339059327378
flm_5a529d2a972add58,5,upper caudal fin insertion,2,7.0,0.5,7.0178344238090995
flm_5a529d2a972add58,6,caudal peduncle midpoint,2,1.0,2.0,2.23606797749979
flm_5a529d2a972add58,7,lower caudal fin insertion,2,0.5,0.5,0.7071067811865476
flm_5a529d2a972add58,8,anal fin origin,2,2.0,0.0,2.0
flm_5a529d2a972add58,9,pelvic fin origin,2,1.0,1.0,1.4142135623730951
flm_5a529d2a972add58,10,pectoral fin base,2,1.5,0.0,1.5
flm_5a529d2a972add58,11,posterior opercular margin,2,1.5,0.5,1.5811388300841898
flm_5d91853689163af7,1,snout tip,2,0.0,2.0,2.0
flm_5d91853689163af7,2,nape dorsal outline,2,18.5,4.5,19.03943276465977
flm_5d91853689163af7,3,dorsal fin origin,2,8.5,1.5,8.631338250816034
flm_5d91853689163af7,4,dorsal fin insertion,2,2.5,0.0,2.5
flm_5d91853689163af7,5,upper caudal fin insertion,2,0.5,1.5,1.5811388300841898
flm_5d91853689163af7,6,caudal peduncle midpoint,2,1.5,2.0,2.5
flm_5d91853689163af7,7,lower caudal fin insertion,2,2.0,1.0,2.23606797749979
flm_5d91853689163af7,8,anal fin origin,2,0.5,1.0,1.118033988749895
flm_5d91853689163af7,9,pelvic fin origin,2,2.0,1.0,2.23606797749979
flm_5d91853689163af7,10,pectoral fin base,2,1.5,2.0,2.5
flm_5d91853689163af7,11,posterior opercular margin,2,0.0,2.5,2.5
flm_5ecc9ad1bc6394d6,1,snout tip,2,0.5,0.0,0.5
flm_5ecc9ad1bc6394d6,2,nape dorsal outline,2,1.0,1.0,1.4142135623730951
flm_5ecc9ad1bc6394d6,3,dorsal fin origin,2,1.0,0.5,1.118033988749895
flm_5ecc9ad1bc6394d6,4,dorsal fin insertion,2,1.0,1.0,1.4142135623730951
flm_5ecc9ad1bc6394d6,5,upper caudal fin insertion,2,0.0,1.0,1.0
flm_5ecc9ad1bc6394d6,6,caudal peduncle midpoint,2,0.0,0.5,0.5
flm_5ecc9ad1bc6394d6,7,lower caudal fin insertion,2,0.5,0.0,0.5
flm_5ecc9ad1bc6394d6,8,anal fin origin,2,1.5,1.0,1.8027756377319946
flm_5ecc9ad1bc6394d6,9,pelvic fin origin,2,0.5,0.5,0.7071067811865476
flm_5ecc9ad1bc6394d6,10,pectoral fin base,2,0.5,0.0,0.5
flm_5ecc9ad1bc6394d6,11,posterior opercular margin,2,0.5,0.5,0.7071067811865476
flm_5f78734e74de2d69,1,snout tip,2,0.0,1.0,1.0
flm_5f78734e74de2d69,2,nape dorsal outline,2,0.5,1.0,1.118033988749895
flm_5f78734e74de2d69,3,dorsal fin origin,2,5.5,1.0,5.5901699437494745
flm_5f78734e74de2d69,4,dorsal fin insertion,2,0.0,0.5,0.5
flm_5f78734e74de2d69,5,upper caudal fin insertion,2,2.0,0.0,2.0
flm_5f78734e74de2d69,6,caudal peduncle midpoint,2,1.0,0.5,1.118033988749895
flm_5f78734e74de2d69,7,lower caudal fin insertion,2,4.5,1.5,4.743416490252569
flm_5f78734e74de2d69,8,anal fin origin,2,1.5,1.0,1.8027756377319946
flm_5f78734e74de2d69,9,pelvic fin origin,2,1.0,1.0,1.4142135623730951
flm_5f78734e74de2d69,10,pectoral fin base,2,0.5,1.0,1.118033988749895
flm_5f78734e74de2d69,11,posterior opercular margin,2,1.5,1.5,2.1213203435596424
flm_604ebee068d0512c,1,snout tip,2,1.0,1.0,1.4142135623730951
flm_604ebee068d0512c,2,nape dorsal outline,2,1.5,1.0,1.8027756377319946
flm_604ebee068d0512c,3,dorsal fin origin,2,0.5,1.5,1.5811388300841898
flm_604ebee068d0512c,4,dorsal fin insertion,2,5.5,0.5,5.522680508593631
flm_604ebee068d0512c,5,upper caudal fin insertion,2,4.5,0.5,4.527692569068709
flm_604ebee068d0512c,6,caudal peduncle midpoint,2,0.5,0.0,0.5
flm_604ebee068d0512c,7,lower caudal fin insertion,2,2.5,0.0,2.5
flm_604ebee068d0512c,8,anal fin origin,2,0.5,0.0,0.5
flm_604ebee068d0512c,9,pelvic fin origin,2,2.0,0.0,2.0
flm_604ebee068d0512c,10,pectoral fin base,2,12.0,7.5,14.150971698084906
flm_604ebee068d0512c,11,posterior opercular margin,2,1.5,3.0,3.3541019662496847
flm_694e4aa75f1fabd4,1,snout tip,2,0.5,0.0,0.5
flm_694e4aa75f1fabd4,2,nape dorsal outline,2,7.5,4.0,8.5
flm_694e4aa75f1fabd4,3,dorsal fin origin,2,126.0,25.5,128.55446316639495
flm_694e4aa75f1fabd4,4,dorsal fin insertion,2,0.0,1.5,1.5
flm_694e4aa75f1fabd4,5,upper caudal fin insertion,2,7.5,5.5,9.300537618869138
flm_694e4aa75f1fabd4,6,caudal peduncle midpoint,2,0.0,2.5,2.5
flm_694e4aa75f1fabd4,7,lower caudal fin insertion,2,3.5,1.5,3.8078865529319543
flm_694e4aa75f1fabd4,8,anal fin origin,2,2.0,0.5,2.0615528128088303
flm_694e4aa75f1fabd4,9,pelvic fin origin,2,2.5,0.5,2.5495097567963922
flm_694e4aa75f1fabd4,10,pectoral fin base,2,2.5,0.5,2.5495097567963922
flm_694e4aa75f1fabd4,11,posterior opercular margin,2,2.5,11.5,11.76860229593982
flm_69cae52c0178d5bf,1,snout tip,2,1.5,0.5,1.5811388300841898
flm_69cae52c0178d5bf,2,nape dorsal outline,2,1.5,0.5,1.5811388300841898
flm_69cae52c0178d5bf,3,dorsal fin origin,2,2.0,0.5,2.0615528128088303
flm_69cae52c0178d5bf,4,dorsal fin insertion,2,1.0,0.5,1.118033988749895
flm_69cae52c0178d5bf,5,upper caudal fin insertion,2,1.0,1.0,1.4142135623730951
flm_69cae52c0178d5bf,6,caudal peduncle midpoint,2,0.5,0.0,0.5
flm_69cae52c0178d5bf,7,lower caudal fin insertion,2,1.0,1.0,1.4142135623730951
flm_69cae52c0178d5bf,8,anal fin origin,2,1.0,0.5,1.118033988749895
flm_69cae52c0178d5bf,9,pelvic fin origin,2,1.0,0.5,1.118033988749895
flm_69cae52c0178d5bf,10,pectoral fin base,2,0.0,1.0,1.0
flm_69cae52c0178d5bf,11,posterior opercular margin,2,0.5,0.5,0.7071067811865476
flm_6c81131c28721786,1,snout tip,2,1.0,0.0,1.0
flm_6c81131c28721786,2,nape dorsal outline,2,0.0,3.5,3.5
flm_6c81131c28721786,3,dorsal fin origin,2,0.0,1.0,1.0
flm_6c81131c28721786,4,dorsal fin insertion,2,2.0,0.5,2.0615528128088303
flm_6c81131c28721786,5,upper caudal fin insertion,2,0.5,2.0,2.0615528128088303
flm_6c81131c28721786,6,caudal peduncle midpoint,2,1.0,0.0,1.0
flm_6c81131c28721786,7,lower caudal fin insertion,2,0.5,2.5,2.5495097567963922
flm_6c81131c28721786,8,anal fin origin,2,1.0,0.5,1.118033988749895
flm_6c81131c28721786,9,pelvic fin origin,2,0.5,3.5,3.5355339059327378
flm_6c81131c28721786,10,pectoral fin base,2,0.5,4.5,4.527692569068709
flm_6c81131c28721786,11,posterior opercular margin,2,1.5,0.0,1.5
flm_6f1f62751d96d4b4,1,snout tip,2,1.0,0.5,1.118033988749895
flm_6f1f62751d96d4b4,2,nape dorsal outline,2,2.0,0.0,2.0
flm_6f1f62751d96d4b4,3,dorsal fin origin,2,0.0,6.0,6.0
flm_6f1f62751d96d4b4,4,dorsal fin insertion,2,1.0,1.0,1.4142135623730951
flm_6f1f62751d96d4b4,5,upper caudal fin insertion,2,0.0,0.5,0.5
flm_6f1f62751d96d4b4,6,caudal peduncle midpoint,2,0.5,1.0,1.118033988749895
flm_6f1f62751d96d4b4,7,lower caudal fin insertion,2,1.0,0.0,1.0
flm_6f1f62751d96d4b4,8,anal fin origin,2,0.5,1.0,1.118033988749895
flm_6f1f62751d96d4b4,9,pelvic fin origin,2,0.5,1.0,1.118033988749895
flm_6f1f62751d96d4b4,10,pectoral fin base,2,1.0,0.0,1.0
flm_6f1f62751d96d4b4,11,posterior opercular margin,2,0.5,0.5,0.7071067811865476
flm_6fbb20f21ffb5595,1,snout tip,2,2.5,1.5,2.9154759474226504
flm_6fbb20f21ffb5595,2,nape dorsal outline,2,1.5,0.5,1.5811388300841898
flm_6fbb20f21ffb5595,3,dorsal fin origin,2,0.0,0.0,0.0
flm_6fbb20f21ffb5595,4,dorsal fin insertion,2,1.5,0.5,1.5811388300841898
flm_6fbb20f21ffb5595,5,upper caudal fin insertion,2,12.5,1.5,12.589678312014172
flm_6fbb20f21ffb5595,6,caudal peduncle midpoint,2,8.0,1.5,8.139410298049853
flm_6fbb20f21ffb5595,7,lower caudal fin insertion,2,11.0,0.0,11.0
flm_6fbb20f21ffb5595,8,anal fin origin,2,2.5,1.0,2.692582403567252
flm_6fbb20f21ffb5595,9,pelvic fin origin,2,0.5,2.0,2.0615528128088303
flm_6fbb20f21ffb5595,10,pectoral fin base,2,0.0,0.5,0.5
flm_6fbb20f21ffb5595,11,posterior opercular margin,2,0.5,0.5,0.7071067811865476
flm_72a4218d80581fa2,1,snout tip,2,0.5,0.5,0.7071067811865476
flm_72a4218d80581fa2,2,nape dorsal outline,2,1.5,1.5,2.1213203435596424
flm_72a4218d80581fa2,3,dorsal fin origin,2,0.5,1.5,1.5811388300841898
flm_72a4218d80581fa2,4,dorsal fin insertion,2,0.5,0.0,0.5
flm_72a4218d80581fa2,5,upper caudal fin insertion,2,2.0,1.0,2.23606797749979
flm_72a4218d80581fa2,6,caudal peduncle midpoint,2,0.0,0.5,0.5
flm_72a4218d80581fa2,7,lower caudal fin insertion,2,3.0,0.5,3.0413812651491097
flm_72a4218d80581fa2,8,anal fin origin,2,1.0,0.0,1.0
flm_72a4218d80581fa2,9,pelvic fin origin,2,1.0,0.5,1.118033988749895
flm_72a4218d80581fa2,10,pectoral fin base,2,1.5,1.0,1.8027756377319946
flm_72a4218d80581fa2,11,posterior opercular margin,2,0.0,1.0,1.0
flm_754d261235322cf0,1,snout tip,2,0.5,1.0,1.118033988749895
flm_754d261235322cf0,2,nape dorsal outline,2,3.5,1.0,3.640054944640259
flm_754d261235322cf0,3,dorsal fin origin,2,1.0,1.0,1.4142135623730951
flm_754d261235322cf0,4,dorsal fin insertion,2,1.0,0.0,1.0
flm_754d261235322cf0,5,upper caudal fin insertion,2,0.0,0.5,0.5
flm_754d261235322cf0,6,caudal peduncle midpoint,2,0.5,0.5,0.7071067811865476
flm_754d261235322cf0,7,lower caudal fin insertion,2,3.5,0.0,3.5
flm_754d261235322cf0,8,anal fin origin,2,1.0,1.0,1.4142135623730951
flm_754d261235322cf0,9,pelvic fin origin,2,0.0,0.5,0.5
flm_754d261235322cf0,10,pectoral fin base,2,1.0,1.0,1.4142135623730951
flm_754d261235322cf0,11,posterior opercular margin,2,1.0,1.5,1.8027756377319946
flm_761e3e66a5c96abe,1,snout tip,2,0.5,2.0,2.0615528128088303
flm_761e3e66a5c96abe,2,nape dorsal outline,2,6.0,0.0,6.0
flm_761e3e66a5c96abe,3,dorsal fin origin,2,7.5,0.0,7.5
flm_761e3e66a5c96abe,4,dorsal fin insertion,2,2.0,0.5,2.0615528128088303
flm_761e3e66a5c96abe,5,upper caudal fin insertion,2,1.0,1.5,1.8027756377319946
flm_761e3e66a5c96abe,6,caudal peduncle midpoint,2,0.0,1.0,1.0
flm_761e3e66a5c96abe,7,lower caudal fin insertion,2,1.0,1.0,1.4142135623730951
flm_761e3e66a5c96abe,8,anal fin origin,2,2.0,0.0,2.0
flm_761e3e66a5c96abe,9,pelvic fin origin,2,4.5,4.0,6.020797289396148
flm_761e3e66a5c96abe,10,pectoral fin base,2,2.5,0.0,2.5
flm_761e3e66a5c96abe,11,posterior opercular margin,2,1.0,1.0,1.4142135623730951
flm_7a2b779f7ac9a007,1,snout tip,2,0.5,1.0,1.118033988749895
flm_7a2b779f7ac9a007,2,nape dorsal outline,2,3.5,0.5,3.5355339059327378
flm_7a2b779f7ac9a007,3,dorsal fin origin,2,4.0,1.5,4.272001872658765
flm_7a2b779f7ac9a007,4,dorsal fin insertion,2,1.0,0.0,1.0
flm_7a2b779f7ac9a007,5,upper caudal fin insertion,2,4.0,0.5,4.031128874149275
flm_7a2b779f7ac9a007,6,caudal peduncle midpoint,2,1.5,0.5,1.5811388300841898
flm_7a2b779f7ac9a007,7,lower caudal fin insertion,2,3.0,0.0,3.0
flm_7a2b779f7ac9a007,8,anal fin origin,2,0.5,1.5,1.5811388300841898
flm_7a2b779f7ac9a007,9,pelvic fin origin,2,2.0,0.5,2.0615528128088303
flm_7a2b779f7ac9a007,10,pectoral fin base,2,1.5,1.0,1.8027756377319946
flm_7a2b779f7ac9a007,11,posterior opercular margin,2,0.5,0.5,0.7071067811865476
flm_7b4da19dfd3ab996,1,snout tip,2,0.0,1.5,1.5
flm_7b4da19dfd3ab996,2,nape dorsal outline,2,0.0,1.0,1.0
flm_7b4da19dfd3ab996,3,dorsal fin origin,2,0.0,3.0,3.0
flm_7b4da19dfd3ab996,4,dorsal fin insertion,2,0.5,0.0,0.5
flm_7b4da19dfd3ab996,5,upper caudal fin insertion,2,0.0,4.5,4.5
flm_7b4da19dfd3ab996,6,caudal peduncle midpoint,2,0.5,1.0,1.118033988749895
flm_7b4da19dfd3ab996,7,lower caudal fin insertion,2,0.5,1.5,1.5811388300841898
flm_7b4da19dfd3ab996,8,anal fin origin,2,1.0,2.0,2.23606797749979
flm_7b4da19dfd3ab996,9,pelvic fin origin,2,1.0,5.5,5.5901699437494745
flm_7b4da19dfd3ab996,10,pectoral fin base,2,2.5,1.0,2.692582403567252
flm_7b4da19dfd3ab996,11,posterior opercular margin,2,1.0,1.0,1.4142135623730951
flm_7d77fd6f575080aa,1,snout tip,2,0.0,0.0,0.0
flm_7d77fd6f575080aa,2,nape dorsal outline,2,0.0,0.5,0.5
flm_7d77fd6f575080aa,3,dorsal fin origin,2,1.0,1.0,1.4142135623730951
flm_7d77fd6f575080aa,4,dorsal fin insertion,2,1.0,6.0,6.082762530298219
flm_7d77fd6f575080aa,5,upper caudal fin insertion,2,0.5,0.5,0.7071067811865476
flm_7d77fd6f575080aa,6,caudal peduncle midpoint,2,1.0,0.0,1.0
flm_7d77fd6f575080aa,7,lower caudal fin insertion,2,0.5,1.0,1.118033988749895
flm_7d77fd6f575080aa,8,anal fin origin,2,2.5,8.0,8.381527307120106
flm_7d77fd6f575080aa,9,pelvic fin origin,2,1.5,2.5,2.9154759474226504
flm_7d77fd6f575080aa,10,pectoral fin base,2,1.5,3.5,3.8078865529319543
flm_7d77fd6f575080aa,11,posterior opercular margin,2,2.0,0.0,2.0
flm_812f5790c02ee662,1,snout tip,2,1.0,1.0,1.4142135623730951
flm_812f5790c02ee662,2,nape dorsal outline,2,2.0,0.0,2.0
flm_812f5790c02ee662,3,dorsal fin origin,2,2.5,0.0,2.5
flm_812f5790c02ee662,4,dorsal fin insertion,2,2.0,1.0,2.23606797749979
flm_812f5790c02ee662,5,upper caudal fin insertion,2,5.0,0.5,5.024937810560445
flm_812f5790c02ee662,6,caudal peduncle midpoint,2,2.0,1.0,2.23606797749979
flm_812f5790c02ee662,7,lower caudal fin insertion,2,4.0,0.0,4.0
flm_812f5790c02ee662,8,anal fin origin,2,90.5,21.5,93.01881530099166
flm_812f5790c02ee662,9,pelvic fin origin,2,62.0,1.5,62.01814250685037
flm_812f5790c02ee662,10,pectoral fin base,2,1.0,0.5,1.118033988749895
flm_812f5790c02ee662,11,posterior opercular margin,2,1.0,2.0,2.23606797749979
flm_9112a24230ed4ea9,1,snout tip,2,0.5,0.0,0.5
flm_9112a24230ed4ea9,2,nape dorsal outline,2,2.5,0.0,2.5
flm_9112a24230ed4ea9,3,dorsal fin origin,2,1.0,1.0,1.4142135623730951
flm_9112a24230ed4ea9,4,dorsal fin insertion,2,2.5,1.0,2.692582403567252
flm_9112a24230ed4ea9,5,upper caudal fin insertion,2,0.5,1.0,1.118033988749895
flm_9112a24230ed4ea9,6,caudal peduncle midpoint,2,0.5,0.5,0.7071067811865476
flm_9112a24230ed4ea9,7,lower caudal fin insertion,2,0.5,0.5,0.7071067811865476
flm_9112a24230ed4ea9,8,anal fin origin,2,2.0,0.5,2.0615528128088303
flm_9112a24230ed4ea9,9,pelvic fin origin,2,1.5,0.5,1.5811388300841898
flm_9112a24230ed4ea9,10,pectoral fin base,2,1.0,0.0,1.0
flm_9112a24230ed4ea9,11,posterior opercular margin,2,0.5,0.5,0.7071067811865476
flm_92dcc61d5f4b9831,1,snout tip,2,1.0,2.0,2.23606797749979
flm_92dcc61d5f4b9831,2,nape dorsal outline,2,0.5,2.0,2.0615528128088303
flm_92dcc61d5f4b9831,3,dorsal fin origin,2,1.0,1.0,1.4142135623730951
flm_92dcc61d5f4b9831,4,dorsal fin insertion,2,0.5,0.0,0.5
flm_92dcc61d5f4b9831,5,upper caudal fin insertion,2,1.5,1.5,2.1213203435596424
flm_92dcc61d5f4b9831,6,caudal peduncle midpoint,2,0.5,2.5,2.5495097567963922
flm_92dcc61d5f4b9831,7,lower caudal fin insertion,2,0.5,0.5,0.7071067811865476
flm_92dcc61d5f4b9831,8,anal fin origin,2,2.0,0.0,2.0
flm_92dcc61d5f4b9831,9,pelvic fin origin,2,0.5,0.5,0.7071067811865476
flm_92dcc61d5f4b9831,10,pectoral fin base,2,3.5,0.5,3.5355339059327378
flm_92dcc61d5f4b9831,11,posterior opercular margin,2,1.0,3.0,3.1622776601683795
flm_92eb98ec473d47dc,1,snout tip,2,0.5,0.5,0.7071067811865476
flm_92eb98ec473d47dc,2,nape dorsal outline,2,1.5,2.0,2.5
flm_92eb98ec473d47dc,3,dorsal fin origin,2,3.0,0.5,3.0413812651491097
flm_92eb98ec473d47dc,4,dorsal fin insertion,2,4.5,0.0,4.5
flm_92eb98ec473d47dc,5,upper caudal fin insertion,2,6.0,2.0,6.324555320336759
flm_92eb98ec473d47dc,6,caudal peduncle midpoint,2,2.0,0.5,2.0615528128088303
flm_92eb98ec473d47dc,7,lower caudal fin insertion,2,4.5,0.0,4.5
flm_92eb98ec473d47dc,8,anal fin origin,2,5.0,1.0,5.0990195135927845
flm_92eb98ec473d47dc,9,pelvic fin origin,2,2.0,0.0,2.0
flm_92eb98ec473d47dc,10,pectoral fin base,2,1.0,1.0,1.4142135623730951
flm_92eb98ec473d47dc,11,posterior opercular margin,2,0.5,0.0,0.5
flm_9639f9a00982a6d3,1,snout tip,2,0.0,0.0,0.0
flm_9639f9a00982a6d3,2,nape dorsal outline,2,0.5,4.5,4.527692569068709
flm_9639f9a00982a6d3,3,dorsal fin origin,2,1.0,0.5,1.118033988749895
flm_9639f9a00982a6d3,4,dorsal fin insertion,2,3.0,22.5,22.699118925632334
flm_9639f9a00982a6d3,5,upper caudal fin insertion,2,1.0,0.0,1.0
flm_9639f9a00982a6d3,6,caudal peduncle midpoint,2,0.5,1.5,1.5811388300841898
flm_9639f9a00982a6d3,7,lower caudal fin insertion,2,0.5,1.5,1.5811388300841898
flm_9639f9a00982a6d3,8,anal fin origin,2,1.0,0.5,1.118033988749895
flm_9639f9a00982a6d3,9,pelvic fin origin,2,1.0,4.0,4.123105625617661
flm_9639f9a00982a6d3,10,pectoral fin base,2,0.5,1.5,1.5811388300841898
flm_9639f9a00982a6d3,11,posterior opercular margin,2,3.0,0.5,3.0413812651491097
flm_96d141feac9927e8,1,snout tip,2,0.5,0.5,0.7071067811865476
flm_96d141feac9927e8,2,nape dorsal outline,2,2.0,3.5,4.031128874149275
flm_96d141feac9927e8,3,dorsal fin origin,2,13.5,110.5,111.32160616879366
flm_96d141feac9927e8,4,dorsal fin insertion,2,1.0,0.5,1.118033988749895
flm_96d141feac9927e8,5,upper caudal fin insertion,2,0.0,4.5,4.5
flm_96d141feac9927e8,6,caudal peduncle midpoint,2,1.0,1.0,1.4142135623730951
flm_96d141feac9927e8,7,lower caudal fin insertion,2,0.5,0.5,0.7071067811865476
flm_96d141feac9927e8,8,anal fin origin,2,1.0,1.0,1.4142135623730951
flm_96d141feac9927e8,9,pelvic fin origin,2,1.0,9.0,9.055385138137417
flm_96d141feac9927e8,10,pectoral fin base,2,0.5,0.0,0.5
flm_96d141feac9927e8,11,posterior opercular margin,2,6.0,30.0,30.59411708155671
flm_9c11354b1b20bcf2,1,snout tip,2,1.5,0.5,1.5811388300841898
flm_9c11354b1b20bcf2,2,nape dorsal outline,2,0.5,0.5,0.7071067811865476
flm_9c11354b1b20bcf2,3,dorsal fin origin,2,1.5,1.0,1.8027756377319946
flm_9c11354b1b20bcf2,4,dorsal fin insertion,2,1.0,0.5,1.118033988749895
flm_9c11354b1b20bcf2,5,upper caudal fin insertion,2,4.0,1.5,4.272001872658765
flm_9c11354b1b20bcf2,6,caudal peduncle midpoint,2,0.5,0.0,0.5
flm_9c11354b1b20bcf2,7,lower caudal fin insertion,2,1.0,1.0,1.4142135623730951
flm_9c11354b1b20bcf2,8,anal fin origin,2,0.5,1.0,1.118033988749895
flm_9c11354b1b20bcf2,9,pelvic fin origin,2,3.0,1.0,3.1622776601683795
flm_9c11354b1b20bcf2,10,pectoral fin base,2,2.0,0.0,2.0
flm_9c11354b1b20bcf2,11,posterior opercular margin,2,0.0,1.0,1.0
flm_9cd6faffab4b2a5f,1,snout tip,2,0.0,0.5,0.5
flm_9cd6faffab4b2a5f,2,nape dorsal outline,2,2.0,2.0,2.8284271247461903
flm_9cd6faffab4b2a5f,3,dorsal fin origin,2,0.5,1.0,1.118033988749895
flm_9cd6faffab4b2a5f,4,dorsal fin insertion,2,0.5,2.0,2.0615528128088303
flm_9cd6faffab4b2a5f,5,upper caudal fin insertion,2,0.5,2.0,2.0615528128088303
flm_9cd6faffab4b2a5f,6,caudal peduncle midpoint,2,0.5,0.0,0.5
flm_9cd6faffab4b2a5f,7,lower caudal fin insertion,2,0.5,1.0,1.118033988749895
flm_9cd6faffab4b2a5f,8,anal fin origin,2,1.0,1.5,1.8027756377319946
flm_9cd6faffab4b2a5f,9,pelvic fin origin,2,0.5,1.0,1.118033988749895
flm_9cd6faffab4b2a5f,10,pectoral fin base,2,0.0,0.5,0.5
flm_9cd6faffab4b2a5f,11,posterior opercular margin,2,1.5,1.0,1.8027756377319946
flm_a01011d4066505f6,1,snout tip,2,1.0,0.0,1.0
